# iperf3 -p 5201 -c 10.45.0.5 -b 45M -t 0 --logfile /tmp/iperf3.log &
# Radar_Char,prf=150,gain=60,cFreq=3408100000.0,PW=0.00025,T=20,bw=1000000.0,sampRate=20000000.0
# gnb_config,gnb_id=411,gnb_id_bit_length=32,log={"filename":"/tmp/gnb.log","all_level":"info","lib_level":"warning","e2ap_level":"warning","config_level":"info","tracing_filename":"/tmp/tracing.log","rrc_level":"debug","ngap_level":"info","sec_level":"warning","pdcp_level":"warning","sdap_level":"warning","cu_level":"warning","mac_level":"warning","rlc_level":"warning","f1ap_level":"warning","f1u_level":"warning","gtpu_level":"warning","du_level":"warning","f1ap_json_enabled":false,"fapi_level":"warning","hal_level":"warning","broadcast_enabled":false,"ofh_level":"warning","radio_level":"info","phy_level":"warning"},metrics={"autostart_stdout_metrics":true,"enable_log":true},cu_cp={"amf":{"addr":"127.0.0.5","port":38412,"bind_addr":"127.0.0.5","supported_tracking_areas":"tac: 1\nplmn_list:\n  - plmn: 00101\n    tai_slice_support_list:\n      - sst: 1"},"mobility":{"trigger_handover_from_measurements":true,"cells":[{"nr_cell_id":6576,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6577,"report_configs":[2]}]},{"nr_cell_id":6577,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6576,"report_configs":[2]}]}],"report_configs":[{"report_cfg_id":1,"report_type":"periodical","report_interval_ms":480},{"report_cfg_id":2,"report_type":"event_triggered","event_triggered_report_type":"a3","meas_trigger_quantity":"rsrp","meas_trigger_quantity_offset_db":3,"hysteresis_db":0,"time_to_trigger_ms":100}]}},pcap={"ngap_filename":"/tmp/gnb_ngap.pcap","ngap_enable":false,"f1ap_filename":"/tmp/gnb_f1ap.pcap","f1ap_enable":false,"mac_filename":"/tmp/gnb_mac.pcap","mac_enable":false},cell_cfg={"pci":1,"dl_arfcn":627340,"band":78,"common_scs":30,"channel_bandwidth_MHz":20,"plmn":65,"tac":1,"ssb":{"ssb_block_power_dbm":-25},"pdsch":{"olla_target_bler":0.1},"pucch":{"p0_nominal":-84}},ru_sdr={"srate":23.04,"device_driver":"uhd","device_args":"type=b200,serial=315AF4C,num_recv_frames=64,num_send_frames=64","tx_gain":75,"rx_gain":60,"clock":"external","otw_format":"sc12"}
time,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,max_pusch_harq_delay,events,slot,type,rnti,pci,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,avg_pucch_harq_delay,ul_olla,dl_olla,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_max_pusch_harq_delay,ue_events,ue_slot,ue_type,ue_rnti,ue_pci,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_avg_pucch_harq_delay,ue_ul_olla,ue_dl_olla,ue_id,c_rnti,dl_rsrp,dl_rsrq,dl_sinr,ID,Transfer,Bitrate,Retr,Cwnd
2025-06-03 06:35:35.188310,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,37usec,482.1,36Mbps,339kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,11,1.0,21,36Mbps,1161,239,17%,2.12M,69125,33.0,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,141ns,n/a,1,4.45ms,4.5ms,4.22ms,4.01ms,3.94ms,-0.29600003,0.98885834,0,4601,-106.0,-11.0,17.5,6.0,4.25,35.7,0.0,2.37
2025-06-03 06:35:36.188242,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,39usec,613.0,36Mbps,339kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,11,1.0,21,36Mbps,1181,219,15%,2.15M,69090,33.2,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,147ns,n/a,1,4.47ms,4.5ms,4.23ms,4.03ms,3.94ms,-0.29600003,,0,4601,-106.0,-11.0,17.0,6.0,3.75,31.5,0.0,2.37
2025-06-03 06:35:37.188308,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,35usec,658.16,36Mbps,339kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,11,1.0,20,36Mbps,1189,211,15%,2.09M,68904,33.2,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,156ns,n/a,1,4.47ms,4.5ms,4.23ms,4.02ms,3.93ms,-0.29600003,0.9818308,0,4601,-106.0,-11.0,17.0,6.0,4.38,36.7,0.0,2.37
2025-06-03 06:35:38.188162,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,36usec,730.15,36Mbps,339kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,11,1.0,20,36Mbps,1180,220,15%,2.17M,69142,32.8,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,206ns,n/a,1,4.47ms,4.5ms,4.33ms,4.07ms,3.94ms,-0.29600003,0.9218347,0,4601,-106.0,-11.0,17.5,6.0,3.88,32.5,0.0,2.37
2025-06-03 06:35:39.188121,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,36usec,861.17,36Mbps,339kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,11,1.0,20,36Mbps,1182,218,15%,2.14M,69093,32.2,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,377ns,n/a,1,4.47ms,4.5ms,4.3ms,4.03ms,3.93ms,-0.29600003,0.895821,0,4601,-106.0,-11.0,18.0,6.0,4.25,35.7,0.0,2.37
2025-06-03 06:35:40.188159,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,38usec,998.16,36Mbps,339kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,11,1.0,20,36Mbps,1192,208,14%,2.35M,69143,32.1,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,384ns,n/a,1,4.45ms,4.5ms,4.25ms,4.01ms,3.94ms,-0.29600003,0.95681787,0,4601,-106.0,-11.0,18.0,6.0,4.0,33.6,0.0,2.37
2025-06-03 06:35:41.188075,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,40usec,30.15,37Mbps,339kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,11,1.0,21,37Mbps,1179,221,15%,2.06M,68992,32.4,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,303ns,n/a,1,4.47ms,4.5ms,4.28ms,4.03ms,3.93ms,-0.29600003,0.8938047,0,4601,-106.0,-11.0,17.5,6.0,4.38,36.7,0.0,2.37
2025-06-03 06:35:42.188186,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,46usec,194.13,37Mbps,339kbps,4.5ms,4.5ms,4ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4ms,,,,4601,1,11,1.0,21,37Mbps,1196,204,14%,2.28M,68988,33.1,ovl,1,27,339kbps,50,0,0%,350,745,50,0,0,0,0,0,172ns,n/a,1,4.45ms,4.5ms,4.29ms,4ms,3.93ms,-0.29600003,0.97279084,0,4601,-106.0,-11.0,17.5,6.0,5.25,44.0,0.0,2.37
2025-06-03 06:35:43.188030,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,39usec,224.15,45Mbps,347kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,12,1.0,23,45Mbps,1268,132,9%,2.41M,69101,33.5,ovl,1,27,348kbps,51,0,0%,359,0,46,0,0,0,0,0,141ns,n/a,1,4.45ms,4.5ms,4.24ms,4.04ms,3.94ms,-0.29600003,,0,4601,-105.0,-11.0,18.5,6.0,5.12,43.0,0.0,2.37
2025-06-03 06:35:44.188039,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,38usec,367.11,45Mbps,339kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,12,1.0,23,45Mbps,1273,127,9%,2.22M,68976,33.4,ovl,1,27,339kbps,50,0,0%,350,0,48,0,0,0,0,0,147ns,n/a,1,4.49ms,4.5ms,4.21ms,4.03ms,3.94ms,-0.29600003,,0,4601,-105.0,-11.0,19.5,6.0,5.25,44.0,0.0,2.37
2025-06-03 06:35:45.188167,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,37usec,479.3,45Mbps,339kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,12,1.0,23,45Mbps,1273,127,9%,2.31M,68986,33.4,ovl,1,27,339kbps,50,0,0%,350,0,46,0,0,0,0,0,153ns,n/a,1,4.45ms,4.5ms,4.24ms,4.02ms,3.94ms,-0.29600003,,0,4601,-105.0,-11.0,19.0,6.0,5.12,43.0,0.0,2.37
2025-06-03 06:35:46.188063,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,61usec,519.6,46Mbps,339kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,12,1.0,23,46Mbps,1273,127,9%,2.23M,68948,33.4,ovl,1,27,339kbps,50,0,0%,350,0,43,0,0,0,0,0,161ns,n/a,1,4.44ms,4.5ms,4.23ms,4.02ms,3.94ms,-0.29600003,,0,4601,-105.0,-10.5,19.0,6.0,4.38,43.3,0.0,2.37
2025-06-03 06:35:47.188016,51,1400,600,0,0,49,0,1,0.0817,0,0,1,13usec,40usec,648.15,46Mbps,332kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,12,1.0,23,46Mbps,1272,128,9%,2.27M,69074,32.7,ovl,1,27,332kbps,49,0,0%,343,74,47,0,0,0,0,0,272ns,n/a,1,4.47ms,4.5ms,4.17ms,4.01ms,3.94ms,-0.29600003,,0,4601,-105.0,-11.0,19.0,,,,,
2025-06-03 06:35:48.187962,51,1400,600,0,0,22,0,0.451,0.045,0,0,1,10usec,62usec,711.11,21Mbps,175kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,12,1.0,23,21Mbps,580,61,9%,0,30905,32.6,ovl,1,27,175kbps,27,0,0%,181,0,23,0,0,0,0,0,377ns,n/a,3,4.4ms,4.5ms,4.2ms,4.02ms,3.94ms,-0.29600003,1.0019968,0,4601,-105.0,-10.5,19.5,,,,,
2025-06-03 06:35:49.187967,51,1400,600,0,0,0,0,0.00643,0.00667,0,0,1,8usec,28usec,838.10,7.0kbps,19kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,n/a,,,,4601,1,10,1.0,18,7.6kbps,7,2,22%,0,18,34.7,ovl,1,27,19kbps,4,0,0%,20,0,4,0,0,0,0,0,349ns,n/a,3,4.5ms,4.5ms,4.38ms,n/a,4.09ms,-0.29600003,0.98999673,0,4601,-108.0,-10.5,17.5,,,,,
2025-06-03 06:35:50.187975,51,1400,600,0,0,0,0,0.00857,0.00333,0,0,1,8usec,33usec,967.13,11kbps,9.0kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,n/a,,,,4601,1,9,1.0,16,12kbps,11,1,8%,0,24,33.8,ovl,1,27,9.7kbps,2,0,0%,10,0,2,0,0,0,0,0,337ns,n/a,3,4.5ms,4.5ms,4.5ms,n/a,4.09ms,-0.29600003,0.9929966,0,4601,-108.0,-10.5,16.0,,,,,
