# iperf3 -p 5201 -c 10.45.0.5 -b 45M -t 0 --logfile /tmp/iperf3.log &
# Radar_Char,prf=50,gain=60,cFreq=3405100000.0,PW=5e-05,T=20,bw=2000000.0,sampRate=20000000.0
# gnb_config,gnb_id=411,gnb_id_bit_length=32,log={"filename":"/tmp/gnb.log","all_level":"info","lib_level":"warning","e2ap_level":"warning","config_level":"info","tracing_filename":"/tmp/tracing.log","rrc_level":"debug","ngap_level":"info","sec_level":"warning","pdcp_level":"warning","sdap_level":"warning","cu_level":"warning","mac_level":"debug","rlc_level":"warning","f1ap_level":"warning","f1u_level":"warning","gtpu_level":"warning","du_level":"warning","f1ap_json_enabled":false,"fapi_level":"warning","hal_level":"warning","broadcast_enabled":false,"ofh_level":"warning","radio_level":"info","phy_level":"warning"},metrics={"autostart_stdout_metrics":true,"enable_log":true},cu_cp={"amf":{"addr":"127.0.0.5","port":38412,"bind_addr":"127.0.0.5","supported_tracking_areas":"tac: 1\nplmn_list:\n  - plmn: 00101\n    tai_slice_support_list:\n      - sst: 1"},"mobility":{"trigger_handover_from_measurements":true,"cells":[{"nr_cell_id":6576,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6577,"report_configs":[2]}]},{"nr_cell_id":6577,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6576,"report_configs":[2]}]}],"report_configs":[{"report_cfg_id":1,"report_type":"periodical","report_interval_ms":480},{"report_cfg_id":2,"report_type":"event_triggered","event_triggered_report_type":"a3","meas_trigger_quantity":"rsrp","meas_trigger_quantity_offset_db":3,"hysteresis_db":0,"time_to_trigger_ms":100}]}},pcap={"ngap_filename":"/tmp/gnb_ngap.pcap","ngap_enable":false,"f1ap_filename":"/tmp/gnb_f1ap.pcap","f1ap_enable":false,"mac_filename":"/tmp/gnb_mac.pcap","mac_enable":false},cell_cfg={"pci":1,"dl_arfcn":627340,"band":78,"common_scs":30,"channel_bandwidth_MHz":20,"plmn":65,"tac":1,"ssb":{"ssb_block_power_dbm":-25},"pdsch":{"olla_target_bler":0.1},"pucch":{"p0_nominal":-84}},ru_sdr={"srate":23.04,"device_driver":"uhd","device_args":"type=b200,serial=315AF4C,num_recv_frames=64,num_send_frames=64","tx_gain":75,"rx_gain":60,"clock":"external","otw_format":"sc12"}
time,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,max_pusch_harq_delay,events,slot,type,pci,rnti,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,avg_pucch_harq_delay,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_max_pusch_harq_delay,ue_events,ue_slot,ue_type,ue_pci,ue_rnti,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_avg_pucch_harq_delay,ue_id,c_rnti,dl_rsrp,dl_rsrq,dl_sinr,ID,Transfer,Bitrate,Retr,Cwnd
2025-06-05 11:01:27.902360,51,1400,600,0,0,49,0,1,0.0883,0,0,1,15usec,47usec,307.16,45Mbps,359kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,1,4602,12,1.0,23,45Mbps,1263,137,9%,1.11M,69174,0.97799766,32.9,-3.4,1,27,360kbps,53,0,0%,371,0,50,0,0,0,0,0,-0.19800003,151ns,n/a,-1,4.48ms,4.5ms,4.28ms,4.04ms,4ms,1,4602,-105.0,-10.5,17.5,6.0,5.12,43.0,0.0,2.42
2025-06-05 11:01:28.902411,51,1400,600,0,0,49,0,1,0.0967,0,0,1,15usec,41usec,471.16,46Mbps,393kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,1,4602,13,1.0,23,46Mbps,1266,134,9%,1.32M,69184,0.90599614,32.5,-3.4,1,27,393kbps,58,0,0%,406,0,49,0,0,0,0,0,-0.19800003,217ns,n/a,-1,4.47ms,4.5ms,4.23ms,4.01ms,4ms,1,4602,-105.0,-10.5,17.5,6.0,5.25,44.0,0.0,2.42
2025-06-05 11:01:29.902456,51,1400,600,0,0,49,0,1,0.0933,0,0,1,15usec,40usec,521.10,46Mbps,379kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,1,4602,12,1.0,23,46Mbps,1279,121,8%,1.72M,69174,,32.0,-3.3,1,27,380kbps,56,0,0%,392,0,49,0,0,0,0,0,-0.19800003,367ns,n/a,-1,4.49ms,4.5ms,4.27ms,4.02ms,4ms,1,4602,-105.0,-10.5,17.0,6.0,5.38,45.1,0.0,2.42
2025-06-05 11:01:30.902356,51,1400,600,0,0,49,0,1,0.095,0,0,1,15usec,42usec,647.16,46Mbps,386kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,1,4602,12,1.0,23,46Mbps,1271,129,9%,1.96M,69100,0.9600036,32.1,-3.2,1,27,387kbps,57,0,0%,399,0,47,0,0,0,0,0,-0.19800003,376ns,n/a,-1,4.47ms,4.5ms,4.17ms,4.02ms,4ms,1,4602,-105.0,-10.5,17.5,6.0,5.25,44.0,0.0,2.42
2025-06-05 11:01:31.902359,51,1400,600,0,0,49,0,1,0.0967,0,0,1,15usec,53usec,713.16,46Mbps,393kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,1,4602,12,1.0,23,46Mbps,1282,118,8%,2.19M,69174,1.0630028,31.9,-3.2,1,27,393kbps,58,0,0%,406,0,49,0,0,0,0,0,-0.19800003,382ns,n/a,-1,4.48ms,4.5ms,4.25ms,4.03ms,4ms,1,4602,-105.0,-10.5,17.5,6.0,5.12,43.0,0.0,2.42
2025-06-05 11:01:32.902383,51,1400,600,0,0,49,0,1,0.102,0,0,1,15usec,63usec,876.16,45Mbps,413kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,1,4602,12,1.0,23,45Mbps,1262,138,9%,2.32M,69164,0.95200336,32.4,-3.1,1,27,414kbps,61,0,0%,427,276,47,0,0,0,0,0,-0.19800003,272ns,n/a,-1,4.48ms,4.5ms,4.21ms,4.02ms,3.99ms,1,4602,-105.0,-10.5,17.0,6.0,5.25,44.0,0.0,2.42
2025-06-05 11:01:33.902487,51,1400,600,0,0,49,0,1,0.095,0,0,1,15usec,40usec,961.16,46Mbps,386kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,1,4602,12,1.0,23,46Mbps,1274,126,9%,2.22M,69164,0.95101464,32.9,-3.3,1,27,387kbps,57,0,0%,399,0,49,0,0,0,0,0,-0.19800003,159ns,n/a,-1,4.48ms,4.5ms,4.23ms,4.03ms,3.99ms,1,4602,-105.0,-10.5,17.5,6.0,5.12,43.0,0.0,2.42
2025-06-05 11:01:34.902349,51,1400,600,0,0,49,0,1,0.0917,0,0,1,14usec,42usec,51.15,46Mbps,382kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,1,4602,12,1.0,23,46Mbps,1278,122,8%,2.28M,69164,1.0230253,32.7,-3.5,1,27,382kbps,54,1,1%,417,0,48,0,0,0,0,0,-0.29700005,147ns,n/a,-1,4.48ms,4.5ms,4.29ms,4.02ms,4ms,1,4602,-105.0,-10.5,17.0,6.0,5.38,45.1,0.0,2.42
2025-06-05 11:01:35.902346,51,1400,600,0,0,49,0,1,0.09,0,0,1,15usec,50usec,122.12,45Mbps,366kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,1,4602,12,1.0,23,45Mbps,1266,134,9%,2.37M,69164,,33.0,-3.4,1,27,366kbps,54,0,0%,378,0,50,0,0,0,0,0,-0.29700005,154ns,n/a,-1,4.5ms,4.5ms,4.26ms,4.04ms,4ms,1,4602,-105.0,-10.5,17.5,6.0,5.38,45.1,0.0,2.42
2025-06-05 11:01:36.902468,51,1400,600,0,0,49,0,1,0.09,0,0,1,15usec,43usec,222.16,46Mbps,366kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,1,4602,13,1.0,23,46Mbps,1272,128,9%,2.22M,69136,0.9580201,32.4,-3.1,1,27,366kbps,54,0,0%,378,10,50,0,0,0,0,0,-0.29700005,320ns,n/a,-1,4.48ms,4.5ms,4.29ms,4.03ms,4ms,1,4602,-105.0,-10.5,17.0,6.0,5.5,46.1,0.0,2.42
2025-06-05 11:01:37.902408,51,1400,600,0,0,49,0,1,0.0967,0,0,1,15usec,41usec,335.3,46Mbps,393kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,1,4602,12,1.0,23,46Mbps,1277,123,8%,2.26M,69174,1.0230366,32.1,-3.1,1,27,393kbps,58,0,0%,406,0,50,0,0,0,0,0,-0.29700005,370ns,n/a,-1,4.49ms,4.5ms,4.3ms,4.04ms,4ms,1,4602,-105.0,-10.5,17.5,6.0,5.25,44.0,0.0,2.42
2025-06-05 11:01:38.902351,51,1400,600,0,0,49,0,1,0.0933,0,0,1,15usec,44usec,406.16,46Mbps,379kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,1,4602,13,1.0,23,46Mbps,1270,130,9%,2.23M,69164,0.982045,32.1,-3.2,1,27,380kbps,56,0,0%,392,0,50,0,0,0,0,0,-0.29700005,378ns,n/a,-1,4.48ms,4.5ms,4.32ms,4.02ms,4ms,1,4602,-105.0,-10.5,18.0,6.0,5.5,46.1,0.0,2.42
2025-06-05 11:01:39.902367,51,1400,600,0,0,49,0,1,0.0867,0,0,1,14usec,41usec,507.6,47Mbps,352kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,1,4602,12,1.0,23,47Mbps,1285,115,8%,2.31M,69153,1.1000713,32.1,-3.1,1,27,353kbps,52,0,0%,364,0,50,0,0,0,0,0,-0.29700005,351ns,n/a,-1,4.48ms,4.5ms,4.31ms,4.03ms,4ms,1,4602,-105.0,-10.5,17.5,6.0,3.0,44.1,0.0,2.42
2025-06-05 11:01:40.902395,51,1400,600,0,0,49,0,1,0.0867,0,0,1,15usec,43usec,644.16,45Mbps,352kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,1,4602,12,1.0,23,45Mbps,1260,140,10%,2.32M,69143,0.9860715,32.9,-3.1,1,27,353kbps,52,0,0%,364,0,50,0,0,0,0,0,-0.29700005,181ns,n/a,-1,4.49ms,4.5ms,4.2ms,4.05ms,4ms,1,4602,-105.0,-10.5,18.0,,,,,
2025-06-05 11:01:41.902445,51,1400,600,0,0,49,0,1,0.0867,0,0,1,15usec,45usec,716.16,46Mbps,352kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,1,4602,12,1.0,23,46Mbps,1269,131,9%,2.35M,69135,,33.2,-3.1,1,27,353kbps,52,0,0%,364,0,50,0,0,0,0,0,-0.29700005,141ns,n/a,-1,4.45ms,4.5ms,4.15ms,4.04ms,4ms,1,4602,-105.0,-10.5,17.5,,,,,
2025-06-05 11:01:42.902316,51,1400,600,0,0,49,0,1,0.095,0,0,1,15usec,41usec,858.4,46Mbps,386kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,1,4602,13,1.0,23,46Mbps,1273,127,9%,2.25M,69164,0.94407916,33.1,-3.2,1,27,387kbps,57,0,0%,399,0,50,0,0,0,0,0,-0.29700005,148ns,n/a,-1,4.46ms,4.5ms,4.29ms,4.05ms,4ms,1,4602,-105.0,-10.5,18.0,,,,,
2025-06-05 11:01:43.902302,51,1400,600,0,0,49,0,1,0.12,0,0,1,15usec,43usec,910.16,47Mbps,490kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,1,4602,13,1.0,24,47Mbps,1265,135,9%,2.29M,69154,0.93207586,33.2,-2.7,1,27,490kbps,72,0,0%,506,0,38,0,0,0,0,0,-0.29700005,154ns,n/a,0,4.47ms,4.5ms,4.17ms,4.03ms,4ms,1,4602,-104.0,-10.5,18.0,,,,,
2025-06-05 11:01:44.902368,51,1400,600,0,0,49,0,1,0.135,0,0,1,14usec,41usec,995.3,47Mbps,565kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,1,4602,13,1.0,24,47Mbps,1261,139,9%,2.41M,69108,0.9360679,32.8,-2.8,1,27,565kbps,81,0,0%,583,0,31,0,0,0,0,0,-0.29700005,250ns,n/a,0,4.49ms,4.5ms,4.18ms,4.03ms,4ms,1,4602,-104.0,-10.5,18.0,,,,,
2025-06-05 11:01:45.902352,51,1400,600,0,0,49,0,1,0.127,0,0,1,14usec,38usec,74.16,48Mbps,521kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,1,4602,13,1.0,24,48Mbps,1272,128,9%,2.34M,69184,0.97805804,32.2,-2.7,1,27,521kbps,76,0,0%,538,102,36,0,0,0,0,0,-0.29700005,369ns,n/a,0,4.49ms,4.5ms,4.26ms,4.02ms,3.99ms,1,4602,-104.0,-10.5,18.0,,,,,
2025-06-05 11:01:46.902429,51,1400,600,0,0,49,0,1,0.128,0,0,1,15usec,39usec,169.16,47Mbps,532kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,1,4602,13,1.0,24,47Mbps,1260,140,10%,2.31M,69125,0.97304976,32.2,-2.7,1,27,532kbps,77,0,0%,549,198,36,0,0,0,0,0,-0.29700005,378ns,n/a,0,4.49ms,4.5ms,4.29ms,4.02ms,4ms,1,4602,-104.0,-10.5,18.0,,,,,
2025-06-05 11:01:47.902283,51,1400,600,0,0,49,0,1,0.122,0,0,1,14usec,44usec,341.6,47Mbps,495kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,1,4602,13,1.0,24,47Mbps,1264,136,9%,2.22M,69174,1.0000529,32.2,-2.7,1,27,495kbps,73,0,0%,511,535,43,0,0,0,0,0,-0.29700005,365ns,n/a,0,4.5ms,4.5ms,4.19ms,4.02ms,4ms,1,4602,-104.0,-10.5,18.5,,,,,
2025-06-05 11:01:48.902264,51,1400,600,0,0,31,0,0.634,0.0833,0,0,1,12usec,43usec,393.16,30Mbps,333kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,1,4602,13,1.0,24,30Mbps,809,87,9%,0,43555,1.0010473,32.4,-2.7,1,27,333kbps,50,0,0%,344,0,28,0,0,0,0,0,-0.29700005,282ns,n/a,0,4.49ms,4.5ms,4.23ms,4.02ms,4ms,1,4602,-104.0,-10.5,18.0,,,,,
2025-06-05 11:01:49.902230,51,1400,600,0,0,0,0,0.00357,0.005,0,0,1,8usec,27usec,482.15,6.0kbps,14kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,n/a,,,,1,4602,13,1.0,24,6.4kbps,4,1,20%,0,10,0.99604726,33.8,-1.6,1,27,15kbps,3,0,0%,15,0,3,0,0,0,0,0,-0.29700005,142ns,n/a,0,4.5ms,4.5ms,4.33ms,n/a,4ms,1,4602,-104.0,-10.5,18.0,,,,,
2025-06-05 11:01:50.902282,51,1400,600,0,0,0,0,0.00571,0.01,0,0,1,8usec,24usec,576.5,10kbps,40kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,n/a,,,,1,4602,13,1.0,24,10kbps,6,2,25%,0,16,0.9840472,33.2,-2.6,1,27,41kbps,6,0,0%,42,0,5,0,0,0,0,0,-0.29700005,145ns,n/a,0,4.5ms,4.5ms,4.25ms,n/a,4.07ms,1,4602,-104.0,-10.5,18.0,,,,,
